date,open,high,low,close,volume
2022-08-26 09:15:00+05:30,40.8,41.6,40.8,41.6,0
2022-08-26 09:20:00+05:30,42.0,42.2,42.0,42.2,5
2022-08-26 09:25:00+05:30,42.4,42.4,42.4,42.4,1
2022-08-26 09:30:00+05:30,42.4,43.2,42.4,43.2,5
2022-08-26 09:35:00+05:30,43.2,43.5,43.2,43.5,1
2022-08-26 09:40:00+05:30,43.5,43.5,43.5,43.5,129
2022-08-26 09:45:00+05:30,43.5,43.5,43.5,43.5,2
2022-08-26 09:50:00+05:30,43.5,45.1,43.5,45.1,105
2022-08-26 09:55:00+05:30,45.1,45.99,45.1,45.99,10
2022-08-26 10:00:00+05:30,47.2,47.99,44.11,44.11,1172
2022-08-26 10:05:00+05:30,44.11,48.6,44.11,45.0,1101
2022-08-26 10:10:00+05:30,45.0,45.0,45.0,45.0,0
2022-08-26 10:15:00+05:30,45.0,45.7,45.0,45.7,1
2022-08-26 10:20:00+05:30,45.7,45.7,45.7,45.7,0
2022-08-26 10:25:00+05:30,45.7,45.7,45.7,45.7,0
2022-08-26 10:30:00+05:30,45.7,45.7,45.7,45.7,0
2022-08-26 10:35:00+05:30,45.7,45.7,45.7,45.7,0
2022-08-26 10:40:00+05:30,45.7,45.7,45.7,45.7,0
2022-08-26 10:45:00+05:30,45.7,45.7,45.7,45.7,0
2022-08-26 10:50:00+05:30,45.7,48.63,45.7,48.63,127
2022-08-26 10:55:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 11:00:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 11:05:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 11:10:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 11:15:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 11:20:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 11:25:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 11:30:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 11:35:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 11:40:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 11:45:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 11:50:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 11:55:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 12:00:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 12:05:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 12:10:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 12:15:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 12:20:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 12:25:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 12:30:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 12:35:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 12:40:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 12:45:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 12:50:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 12:55:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 13:00:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 13:05:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 13:10:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 13:15:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 13:20:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 13:25:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 13:30:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 13:35:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 13:40:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 13:45:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 13:50:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 13:55:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 14:00:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 14:05:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 14:10:00+05:30,48.63,48.63,48.63,48.63,0
2022-08-26 14:15:00+05:30,48.63,48.63,48.63,48.63,0
